timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1709899812014,1712,HTTP Request,200,OK,Thread Group 1-1,text,true,,76888,125,1,1,https://lifecharger.eu/contact/,1203,0,1029
